"","OTU","Sample","Abundance","original_sample_id","Age","Genotype","Phenotype","Genotype_Age","Age_Phenotype","Tumor_No","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"983","Zotu203; LachnospiraceaeNK4A136group","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"984","Zotu203; LachnospiraceaeNK4A136group","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"985","Zotu203; LachnospiraceaeNK4A136group","D29627_15-AV972",0,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"986","Zotu203; LachnospiraceaeNK4A136group","D29628_16-AV974",0,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"987","Zotu203; LachnospiraceaeNK4A136group","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"988","Zotu203; LachnospiraceaeNK4A136group","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"989","Zotu203; LachnospiraceaeNK4A136group","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"990","Zotu203; LachnospiraceaeNK4A136group","D29640_28-AV610",0,"28-AV610","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"991","Zotu203; LachnospiraceaeNK4A136group","D29641_29-AV611",0,"29-AV611","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"992","Zotu203; LachnospiraceaeNK4A136group","D29642_30-AV802",0,"30-AV802","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"993","Zotu203; LachnospiraceaeNK4A136group","D29649_37-AV568",0,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"994","Zotu203; LachnospiraceaeNK4A136group","D29650_38-AV570",0,"38-AV570","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"995","Zotu203; LachnospiraceaeNK4A136group","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"996","Zotu203; LachnospiraceaeNK4A136group","D29656_44-AV584",0,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"997","Zotu203; LachnospiraceaeNK4A136group","D29657_45-AV587",0,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"998","Zotu203; LachnospiraceaeNK4A136group","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"999","Zotu203; LachnospiraceaeNK4A136group","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"1000","Zotu203; LachnospiraceaeNK4A136group","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"1001","Zotu203; LachnospiraceaeNK4A136group","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"1002","Zotu203; LachnospiraceaeNK4A136group","D29665_53-AV865",0,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"1003","Zotu203; LachnospiraceaeNK4A136group","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu203","Zotu203; LachnospiraceaeNK4A136group"
"1004","Zotu237; Parasutterella","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1005","Zotu237; Parasutterella","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1006","Zotu237; Parasutterella","D29621_09-AV791",0,"09-AV791","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1007","Zotu237; Parasutterella","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1008","Zotu237; Parasutterella","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1009","Zotu237; Parasutterella","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1010","Zotu237; Parasutterella","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1011","Zotu237; Parasutterella","D29627_15-AV972",0,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1012","Zotu237; Parasutterella","D29628_16-AV974",0,"16-AV974","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.992074477,23.4479337,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1013","Zotu237; Parasutterella","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1014","Zotu237; Parasutterella","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1015","Zotu237; Parasutterella","D29649_37-AV568",0,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1016","Zotu237; Parasutterella","D29652_40-AV579",0,"40-AV579","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1017","Zotu237; Parasutterella","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1018","Zotu237; Parasutterella","D29656_44-AV584",0,"44-AV584","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.776092338,20.60213894,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1019","Zotu237; Parasutterella","D29657_45-AV587",0,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1020","Zotu237; Parasutterella","D29658_46-AV588",0,"46-AV588","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.744206198,20.93805541,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1021","Zotu237; Parasutterella","D29659_47-AV596",0,"47-AV596","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1022","Zotu237; Parasutterella","D29660_48-AV597",0,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1023","Zotu237; Parasutterella","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1024","Zotu237; Parasutterella","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1025","Zotu237; Parasutterella","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1026","Zotu237; Parasutterella","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1027","Zotu237; Parasutterella","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu237","Zotu237; Parasutterella"
"1028","Zotu23; LachnospiraceaeNK4A136group","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"1029","Zotu23; LachnospiraceaeNK4A136group","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"1030","Zotu23; LachnospiraceaeNK4A136group","D29664_52-AV864",0,"52-AV864","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"1031","Zotu23; LachnospiraceaeNK4A136group","D29665_53-AV865",0,"53-AV865","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"1032","Zotu23; LachnospiraceaeNK4A136group","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu23","Zotu23; LachnospiraceaeNK4A136group"
"1033","Zotu259; Parasutterella","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1034","Zotu259; Parasutterella","D29622_10-AV794",0,"10-AV794","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1035","Zotu259; Parasutterella","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1036","Zotu259; Parasutterella","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1037","Zotu259; Parasutterella","D29629_17-AV996",0,"17-AV996","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1038","Zotu259; Parasutterella","D29638_26-AV608",0,"26-AV608","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1039","Zotu259; Parasutterella","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1040","Zotu259; Parasutterella","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1041","Zotu259; Parasutterella","D29663_51-AV863",0,"51-AV863","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1042","Zotu259; Parasutterella","D29666_54-AV866",0,"54-AV866","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu259","Zotu259; Parasutterella"
"1043","Zotu275; LachnospiraceaeNK4A136group","D29614_02-AV604",0,"02-AV604","12wk","tg/tg","T","12wk_tg/tg","12wk_T",3,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1044","Zotu275; LachnospiraceaeNK4A136group","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1045","Zotu275; LachnospiraceaeNK4A136group","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1046","Zotu275; LachnospiraceaeNK4A136group","D29623_11-AV833",0,"11-AV833","12wk","tg/tg","T","12wk_tg/tg","12wk_T",5,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1047","Zotu275; LachnospiraceaeNK4A136group","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1048","Zotu275; LachnospiraceaeNK4A136group","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1049","Zotu275; LachnospiraceaeNK4A136group","D29639_27-AV609",0,"27-AV609","12wk","fl/fl","NT","12wk_fl/fl","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1050","Zotu275; LachnospiraceaeNK4A136group","D29648_36-AV567",0,"36-AV567","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1051","Zotu275; LachnospiraceaeNK4A136group","D29649_37-AV568",0,"37-AV568","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1052","Zotu275; LachnospiraceaeNK4A136group","D29654_42-AV814",0,"42-AV814","12wk","tg/wt","NT","12wk_tg/wt","12wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1053","Zotu275; LachnospiraceaeNK4A136group","D29655_43-AV583",0,"43-AV583","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1054","Zotu275; LachnospiraceaeNK4A136group","D29657_45-AV587",0,"45-AV587","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,2.405586854,17.93520366,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1055","Zotu275; LachnospiraceaeNK4A136group","D29660_48-AV597",0,"48-AV597","5wk","tg/wt","NT","5wk_tg/wt","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1056","Zotu275; LachnospiraceaeNK4A136group","D29661_49-AV816",0,"49-AV816","5wk","fl/fl","NT","5wk_fl/fl","5wk_NT",0,NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1057","Zotu275; LachnospiraceaeNK4A136group","D29662_50-AV817",0,"50-AV817","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","LachnospiraceaeNK4A136group","Zotu275","Zotu275; LachnospiraceaeNK4A136group"
"1058","Zotu314; Parasutterella","D29619_07-AV770",0,"07-AV770","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"1059","Zotu314; Parasutterella","D29620_08-AV782.2",0,"08-AV782.2","12wk","tg/tg","T","12wk_tg/tg","12wk_T",1,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"1060","Zotu314; Parasutterella","D29624_12-AV967",0,"12-AV967","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,5.120869837,23.50217257,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"1061","Zotu314; Parasutterella","D29625_13-AV968",0,"13-AV968","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.497392279,27.88444959,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"1062","Zotu314; Parasutterella","D29626_14-AV971",0,"14-AV971","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,4.530663119,23.61102698,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
"1063","Zotu314; Parasutterella","D29627_15-AV972",0,"15-AV972","5wk","tg/tg","NT","5wk_tg/tg","5wk_NT",0,7.602051975,23.72038557,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu314","Zotu314; Parasutterella"
